Date,100054073,100052606,100003032,100053057,100053058,100012218,100035408,100004575,100035409,100003041,100007390,100041114,100041101,100052604,100034805,100057500,100056188,100057053,100003039,100011783,100057050,100052605,100001753,100003042,38,100003040,100052603,100052601,100002880,100052602,100057051,100012217,100003034,100052600,100055268,100011748,100011747,39,100025474,100017523,100053055,100053210,100017441,100053059,100047030,100057052
2019-01-01 00:00:00,0,0,7,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4,5,0,0,1,0,1,0,0,0,0,0,0,0,0
2019-01-01 01:00:00,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,1,14,2,0,0,0,0,0,0,0
2019-01-01 02:00:00,0,0,3,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,5,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,4,9,0,0,0,0,1,0,0
2019-01-01 03:00:00,0,0,1,0,0,6,1,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,1,0,0,0,0,2,0,0
2019-01-01 04:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,2,0,0,0,0,0,0,0
2019-01-01 05:00:00,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0
2019-01-01 06:00:00,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2019-01-01 07:00:00,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,4,0,0,1,1,0,3,0,0,0,0,0,0,0
2019-01-01 08:00:00,0,0,0,0,0,5,1,0,1,0,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-01-01 09:00:00,0,0,1,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-01-01 10:00:00,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,4,1,0,0,0,0,0,0,0
2019-01-01 11:00:00,0,0,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,9,2,0,0,0,1,0,0,0,0,0,0,0,6,4,0,0,4,0,6,1,0,0,0,0,3,0,0
2019-01-01 12:00:00,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,6,5,0,0,0,0,3,1,0,0,0,0,1,0,0
2019-01-01 13:00:00,0,0,2,0,0,9,1,0,0,0,5,0,0,0,0,0,0,0,8,1,0,0,2,1,2,0,0,0,0,0,0,10,14,0,0,1,2,9,1,0,0,0,0,1,0,0
2019-01-01 14:00:00,0,0,3,0,0,7,7,0,0,4,6,1,0,0,0,0,0,0,4,3,0,0,0,2,1,0,0,0,0,0,0,11,7,0,0,2,0,10,1,0,0,0,0,1,0,0
2019-01-01 15:00:00,0,0,7,0,0,3,4,0,0,1,6,0,0,0,0,0,0,0,6,3,0,0,0,4,2,0,0,0,0,0,0,8,9,0,0,1,2,9,1,0,0,0,0,0,0,0
2019-01-01 16:00:00,0,0,2,0,0,3,4,0,2,0,9,0,1,0,1,0,0,0,10,4,0,0,0,1,4,0,0,0,0,0,0,8,8,0,0,1,0,6,2,0,0,0,0,0,0,0
2019-01-01 17:00:00,0,0,3,0,0,1,2,0,2,2,5,0,0,0,1,0,0,0,6,2,0,0,0,6,51,0,0,0,0,0,0,5,10,0,0,0,0,10,0,0,0,0,0,0,0,0
2019-01-01 18:00:00,0,0,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,4,1,0,0,0,0,0,0,0
2019-01-01 19:00:00,0,0,1,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,8,12,0,0,0,1,4,1,0,0,0,0,1,0,0
2019-01-01 20:00:00,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,3,0,0,0,0,0,0,0,0
2019-01-01 21:00:00,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,1,0,0
2019-01-01 22:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,0,0,0,2,4,0,0,0,0,0,0,0,0
2019-01-01 23:00:00,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0
2019-01-02 00:00:00,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-01-02 01:00:00,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-01-02 02:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 04:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
